96 ; inf
96 ; 1613.499
96 ; 1613.948
96 ; 1613.756
96 ; 1613.774
96 ; 1613.506
96 ; 1613.867
96 ; 1613.759
96 ; 1613.625
96 ; 1613.856
96 ; 1613.640
96 ; 1613.606
96 ; 1613.918
96 ; 1613.877
96 ; 1613.693
96 ; 1613.581
96 ; 1613.789
96 ; 1613.703
96 ; 1613.490
96 ; 1613.857
96 ; 1613.757
96 ; 1613.765
96 ; 1613.707
96 ; 1613.833
96 ; 1613.708
96 ; 1613.693
96 ; 1613.807
96 ; 1613.663
96 ; 1613.471
96 ; 1613.623
96 ; 1613.489
160 ; inf
160 ; 2201.320
160 ; 2200.975
160 ; 2200.749
160 ; 2201.260
160 ; 2200.728
160 ; 2201.117
160 ; 2200.574
160 ; 2201.203
160 ; 2201.354
160 ; 2201.247
160 ; 2200.955
160 ; 2200.996
160 ; 2201.315
160 ; 2200.803
160 ; 2201.253
160 ; 2201.088
160 ; 2200.815
160 ; 2200.226
160 ; 2201.374
160 ; 2200.952
160 ; 2200.990
160 ; 2200.553
160 ; 2201.542
160 ; 2200.955
160 ; 2201.175
160 ; 2201.079
160 ; 2200.947
160 ; 2200.654
160 ; 2201.206
160 ; 2200.263
288 ; inf
288 ; 2690.678
288 ; 2690.857
288 ; 2690.206
288 ; 2690.937
288 ; 2690.121
288 ; 2691.381
288 ; 2690.631
288 ; 2691.168
288 ; 2690.554
288 ; 2691.323
288 ; 2690.894
288 ; 2690.601
288 ; 2690.683
288 ; 2690.732
288 ; 2690.369
288 ; 2691.028
288 ; 2690.888
288 ; 2691.141
288 ; 2690.822
288 ; 2690.132
288 ; 2691.538
288 ; 2690.530
288 ; 2690.602
288 ; 2691.092
288 ; 2690.831
288 ; 2690.821
288 ; 2690.018
288 ; 2691.798
288 ; 2690.967
288 ; 2690.259
544 ; 2.58327e+10
544 ; 3029.182
544 ; 3028.196
544 ; 3027.360
544 ; 3028.267
544 ; 3027.635
544 ; 3027.875
544 ; 3027.332
